"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier"
"3925",0,"Italy",0,"Australia",0,"RJ Barbieri",5,"F","lost",1,"1","1"
"3926",0,"Aust",0,"Italy",0,"RD Elsom",5,"F","won",1,"1","1"
"3927",0,"Aust",0,"Italy",0,"DA Mitchell",5,"W","won",1,"1","1"
"3928",0,"SA",0,"Scotland",0,"WS Alberts",5,"F","lost",1,"1","1"
"3929",0,"Eng",0,"Samoa",0,"MA Banahan",5,"C","won",1,"1","2"
"3930",0,"Eng",0,"Samoa",0,"TR Croft",5,"F","won",1,"1","2"
"3931",0,"Samoa",0,"England",0,"F Otto",5,"W","lost",1,"2","1"
"3932",0,"Port",0,"Namibia",0,"JDS Bardy",5,"F","won",1,"2","2"
"3933",0,"Port",0,"Namibia",0,"GNBS Uva",5,"L","won",1,"2","2"
"3934",0,"NZ",0,"Ireland",0,"AF Boric",5,"L","won",1,"1","1"
"3935",0,"Ire",0,"New Zealand",0,"S Ferris",5,"F","lost",1,"1","1"
"3936",0,"Ire",0,"New Zealand",0,"BG O'Driscoll",5,"C","lost",1,"1","1"
"3937",0,"NZ",0,"Ireland",0,"SL Whitelock",5,"L","won",1,"1","1"
"3938",0,"USA",0,"Georgia",0,"PL Emerick",5,"C","lost",1,"2","2"
"3939",0,"Georg",0,"USA",0,"L Gugava",5,"W","won",1,"2","2"
"3940",1,"Georg",0,"USA",1,"M Kvirikashvili",5,"FH","won",0,"2","2"
"3941",0,"Germ",0,"Netherlands",0,"TJ Keinhorst",5,"FB","won",1,"2","3"
"3942",0,"Germ",0,"Netherlands",0,"S Liebig",5,"W","won",1,"2","3"
"3943",0,"Germ",0,"Netherlands",0,"A Widiker",5,"H","won",1,"2","3"
"3944",0,"Fiji",0,"Italy",0,"TD Tuapati",5,"H","lost",1,"2","1"
"3945",0,"SA",0,"England",0,"WS Alberts",5,"F","won",1,"1","1"
"3946",0,"Eng",0,"South Africa",0,"BJ Foden",5,"FB","lost",1,"1","1"
"3947",0,"Samoa",0,"Scotland",0,"KF Fotuali'i",5,"SH","lost",1,"2","1"
"3948",0,"SA",0,"England",0,"LN Mvovo",5,"W","won",1,"1","1"
"3949",0,"Scot",0,"Samoa",0,"N Walker",5,"W","won",1,"1","2"
"3950",0,"Port",0,"Canada",0,"AM Aguilar",5,"W","lost",1,"2","2"
"3951",0,"Port",0,"Canada",0,"GFG Foro",5,"W","lost",1,"2","2"
"3952",0,"Spain",0,"Namibia",0,"G Gibouin Fontana",5,"F","won",1,"2","2"
"3953",0,"Spain",0,"Namibia",0,"ME Heredia Federico",5,"FH","won",1,"2","2"
"3954",0,"Namib",0,"Spain",0,"R Kitshoff",5,"C","lost",1,"2","2"
"3955",0,"Namib",0,"Spain",0,"C Marais",5,"W","lost",1,"2","2"
"3956",0,"Can",0,"Portugal",0,"ST White",5,"SH","won",1,"2","2"
"3957",0,"Urug",0,"Romania",0,"M Crosa",5,"C","lost",1,"2","2"
"3958",0,"Urug",0,"Romania",0,"I Dugonjic",5,"FB","lost",1,"2","2"
"3959",0,"Rom",0,"Uruguay",0,"C Fercu",5,"W","won",1,"2","2"
"3960",0,"Rom",0,"Uruguay",0,"CM Gal",5,"C","won",1,"2","2"
"3962",0,"Rom",0,"Uruguay",0,"A Manta",5,"N8","won",1,"2","2"
"3963",0,"NZ",0,"Wales",0,"IF Afoa",5,"P","won",1,"1","1"
"3964",0,"Wales",0,"New Zealand",0,"LM Byrne",5,"FB","lost",1,"1","1"
"3965",0,"NZ",0,"Wales",0,"JM Muliaina",5,"FB","won",1,"1","1"
"3966",0,"NZ",0,"Wales",0,"I Toeava",5,"W","won",1,"1","1"
"3967",0,"Aust",0,"France",0,"AP Ashley-Cooper",5,"C","won",1,"1","1"
"3968",0,"Aust",0,"France",0,"SW Genia",5,"SH","won",1,"1","1"
"3969",0,"Aust",0,"France",0,"BA Robinson",5,"P","won",1,"1","1"
"3970",0,"Ire",0,"Argentina",0,"GW D'Arcy",5,"C","won",1,"1","1"
"3971",0,"Ire",0,"Argentina",0,"S Ferris",5,"F","won",1,"1","1"
"3972",0,"Wales",0,"England",0,"ML Stoddart",5,"W","lost",1,"1","1"
"3973",0,"Georg",0,"Ukraine",0,"I Abuseridze",5,"W","won",1,"2","3"
"3974",0,"Georg",0,"Ukraine",0,"G Chkhaidze",5,"F","won",1,"2","3"
"3975",0,"Georg",0,"Ukraine",0,"L Gugava",5,"W","won",1,"2","3"
"3976",0,"Georg",0,"Ukraine",0,"I Machkhaneli",5,"W","won",1,"2","3"
"3977",0,"Georg",0,"Ukraine",0,"I Natriashvili",5,"H","won",1,"2","3"
"3978",0,"Georg",0,"Ukraine",0,"B Samkharadze",5,"SH","won",1,"2","3"
"3979",0,"Georg",0,"Ukraine",0,"B Urjukashvili",5,"FB","won",1,"2","3"
"3980",0,"Georg",0,"Ukraine",0,"D Zirakashvili",5,"P","won",1,"2","3"
"3981",0,"Italy",0,"Ireland",0,"LJ McLean",5,"FB","lost",1,"1","1"
"3982",0,"Ire",0,"Italy",0,"BG O'Driscoll",5,"C","won",1,"1","1"
"3983",1,"Ire",0,"Italy",1,"JJ Sexton",5,"FH","won",0,"1","1"
"3984",0,"Port",0,"Romania",0,"AM Aguilar",5,"W","won",1,"2","2"
"3985",0,"Spain",0,"Russia",0,"M Auzqui Etchepare",5,"P","lost",1,"2","2"
"3986",0,"Rom",0,"Portugal",0,"I Cazan",5,"W","lost",1,"2","2"
"3987",1,"Rom",0,"Portugal",1,"DM Dumbrava",5,"FH","lost",0,"2","2"
"3988",0,"Russ",0,"Spain",0,"V Gresev",5,"F","won",1,"2","2"
"3989",0,"Russ",0,"Spain",0,"A Kuzin",5,"W","won",1,"2","2"
"3990",0,"Rom",0,"Portugal",0,"CM Nicolae",5,"W","lost",1,"2","2"
"3991",0,"Port",0,"Romania",0,"F Oliveira",5,"C","won",1,"2","2"
"3992",0,"Port",0,"Romania",0,"PJA Silva",5,"C","won",1,"2","2"
"3993",0,"Spain",0,"Russia",0,"M Tudela Perret",5,"W","lost",1,"2","2"
"3994",0,"Russ",0,"Spain",0,"A Yanyushkin",5,"SH","won",1,"2","2"
"3995",0,"Scot",0,"France",0,"KDR Brown",5,"N8","lost",1,"1","1"
"3996",0,"Fra",0,"Scotland",0,"I Harinordoquy",5,"N8","won",1,"1","1"
"3997",0,"Scot",0,"France",0,"AD Kellock",5,"L","lost",1,"1","1"
"3998",0,"Scot",0,"France",0,"SF Lamont",5,"C","lost",1,"1","1"
"3999",0,"Fra",0,"Scotland",0,"M Medard",5,"W","won",1,"1","1"
"4000",0,"Fra",0,"Scotland",0,"D Traille",5,"FB","won",1,"1","1"
"4001",0,"Port",0,"Russia",0,"ED Acosta",5,"L","won",1,"2","2"
"4002",0,"Port",0,"Russia",0,"GFG Foro",5,"W","won",1,"2","2"
"4003",0,"Georg",0,"Spain",0,"L Gugava",5,"W","won",1,"2","2"
"4004",0,"Georg",0,"Spain",0,"D Kacharava",5,"C","won",1,"2","2"
"4005",0,"Georg",0,"Spain",0,"B Khamashuridze",5,"FB","won",1,"2","2"
"4006",0,"Georg",0,"Spain",0,"G Labadze",5,"F","won",1,"2","2"
"4007",0,"Georg",0,"Spain",0,"I Natriashvili",5,"H","won",1,"2","2"
"4008",0,"Georg",0,"Spain",0,"B Urjukashvili",5,"FB","won",1,"2","2"
"4009",0,"Eng",0,"Italy",0,"DS Care",5,"SH","won",1,"1","1"
"4010",0,"Eng",0,"Italy",0,"MJ Cueto",5,"W","won",1,"1","1"
"4011",0,"Eng",0,"Italy",0,"JAW Haskell",5,"F","won",1,"1","1"
"4012",0,"Italy",0,"England",0,"F Ongaro",5,"H","lost",1,"1","1"
"4013",0,"Eng",0,"Italy",0,"MJ Tindall",5,"C","won",1,"1","1"
"4014",0,"Ire",0,"France",0,"JPR Heaslip",5,"N8","lost",1,"1","1"
"4015",0,"Ire",0,"France",0,"FL McFadden",5,"W","lost",1,"1","1"
"4016",0,"Fra",0,"Ireland",0,"M Medard",5,"W","won",1,"1","1"
"4017",0,"Ire",0,"France",0,"TG O'Leary",5,"SH","lost",1,"1","1"
"4018",1,"Ire",0,"France",1,"JJ Sexton",5,"FH","lost",0,"1","1"
"4019",1,"Fra",0,"Ireland",1,"D Yachvili",5,"SH","won",0,"1","1"
"4020",0,"Rom",0,"Russia",0,"D Carpo",5,"F","won",1,"2","2"
"4021",0,"Rom",0,"Russia",0,"LM Sirbu",5,"SH","won",1,"2","2"
"4022",0,"Rom",0,"Russia",0,"B Zebega Suman",5,"H","won",1,"2","2"
"4023",0,"Italy",0,"Wales",0,"GJ Canale",5,"C","lost",1,"1","1"
"4024",0,"Italy",0,"Wales",0,"SM Parisse",5,"N8","lost",1,"1","1"
"4025",0,"Wales",0,"Italy",0,"ML Stoddart",5,"W","won",1,"1","1"
"4026",0,"Wales",0,"Italy",0,"SK Warburton",5,"F","won",1,"1","1"
"4027",0,"Spain",0,"Ukraine",0,"G Gibouin Fontana",5,"F","won",1,"2","3"
"4028",0,"Spain",0,"Ukraine",0,"ME Heredia Federico",5,"FH","won",1,"2","3"
"4029",0,"Georg",0,"Portugal",0,"D Kacharava",5,"C","won",1,"2","2"
"4030",0,"Ukr",0,"Spain",0,"D Kirsanov",5,"P","lost",1,"3","2"
"4031",1,"Georg",0,"Portugal",1,"L Malaguradze",5,"FH","won",0,"2","2"
"4032",0,"Ukr",0,"Spain",0,"A Novoreshchenov",5,"F","lost",1,"3","2"
"4033",0,"Spain",0,"Ukraine",0,"M Tudela Perret",5,"W","won",1,"2","3"
"4034",0,"Eng",0,"France",0,"BJ Foden",5,"FB","won",1,"1","1"
"4035",0,"Ire",0,"Scotland",0,"JPR Heaslip",5,"N8","won",1,"1","1"
"4036",0,"Ire",0,"Scotland",0,"EGE Reddan",5,"SH","won",1,"1","1"
"4037",0,"Georg",0,"Romania",0,"B Khamashuridze",5,"FB","won",1,"2","2"
"4038",0,"Georg",0,"Romania",0,"V Maisuradze",5,"L","won",1,"2","2"
"4039",0,"Rom",0,"Georgia",0,"V Poparlan",5,"L","lost",1,"2","2"
"4040",0,"Russ",0,"Ukraine",0,"V Artemyev",5,"W","won",1,"2","3"
"4041",0,"Russ",0,"Ukraine",0,"A Fatakhov",5,"F","won",1,"2","3"
"4042",0,"Russ",0,"Ukraine",0,"I Galinovskiy",5,"W","won",1,"2","3"
"4043",0,"Russ",0,"Ukraine",0,"V Grachev",5,"N8","won",1,"2","3"
"4044",0,"Ukr",0,"Russia",0,"M Kirsanov",5,"H","lost",1,"3","2"
"4045",0,"Russ",0,"Ukraine",0,"V Ostrushko",5,"W","won",1,"2","3"
"4046",0,"Russ",0,"Ukraine",0,"A Shakirov",5,"SH","won",1,"2","3"
"4047",0,"Germ",0,"Czech Rep",0,"G Franke",5,"FB","lost",1,"2","3"
"4048",0,"Germ",0,"Czech Rep",0,"J Schmidt",5,"L","lost",1,"2","3"
"4049",0,"Fra",0,"Italy",0,"V Clerc",5,"W","lost",1,"1","1"
"4050",0,"Italy",0,"France",0,"A Masi",5,"FB","won",1,"1","1"
"4051",0,"Spain",0,"Portugal",0,"A Ayestaran Jannot",5,"SH","won",1,"2","2"
"4052",1,"Port",0,"Spain",1,"JK Gardener",5,"FH","lost",0,"2","2"
"4053",0,"Port",0,"Spain",0,"BMRA Silveira",5,"W","lost",1,"2","2"
"4054",0,"Ire",0,"Wales",0,"BG O'Driscoll",5,"C","lost",1,"1","1"
"4055",0,"Wales",0,"Ireland",0,"WM Phillips",5,"SH","won",1,"1","1"
"4056",0,"Eng",0,"Scotland",0,"TR Croft",5,"F","won",1,"1","1"
"4057",0,"Scot",0,"England",0,"MB Evans",5,"W","lost",1,"1","1"
"4058",1,"Eng",0,"Scotland",1,"JP Wilkinson",5,"FH","won",0,"1","1"
"4059",0,"Georg",0,"Russia",0,"J Bregvadze",5,"H","won",1,"2","2"
"4060",1,"Georg",0,"Russia",1,"M Kvirikashvili",5,"FH","won",0,"2","2"
"4061",0,"Germ",0,"Belgium",0,"M Strauch",5,"FH","lost",1,"2","3"
"4062",0,"Scot",0,"Italy",0,"NJ de Luca",5,"C","won",1,"1","1"
"4063",0,"Italy",0,"Scotland",0,"A Masi",5,"FB","lost",1,"1","1"
"4064",0,"Scot",0,"Italy",0,"N Walker",5,"W","won",1,"1","1"
"4065",0,"Port",0,"Ukraine",0,"AM Aguilar",5,"W","won",1,"2","3"
"4066",0,"Port",0,"Ukraine",0,"AA Alves",5,"P","won",1,"2","3"
"4067",0,"Port",0,"Ukraine",0,"JDS Bardy",5,"F","won",1,"2","3"
"4068",0,"Spain",0,"Romania",0,"R Delgado",5,"FB","lost",1,"2","2"
"4069",0,"Port",0,"Ukraine",0,"AATG Esteves",5,"W","won",1,"2","3"
"4070",0,"Rom",0,"Spain",0,"C Fercu",5,"W","won",1,"2","2"
"4071",0,"Rom",0,"Spain",0,"CM Gal",5,"C","won",1,"2","2"
"4072",0,"Rom",0,"Spain",0,"DG Ianus",5,"F","won",1,"2","2"
"4073",0,"Ukr",0,"Portugal",0,"M Kirsanov",5,"H","lost",1,"3","2"
"4074",0,"Port",0,"Ukraine",0,"PMDC Leal",5,"FB","won",1,"2","3"
"4075",0,"Rom",0,"Spain",0,"MV Lemnaru",5,"W","won",1,"2","2"
"4076",0,"Port",0,"Ukraine",0,"JE le Roux",5,"F","won",1,"2","3"
"4077",0,"Ukr",0,"Portugal",0,"J Malaguradze",5,"N8","lost",1,"3","2"
"4079",0,"Port",0,"Ukraine",0,"PJA Silva",5,"C","won",1,"2","3"
"4080",0,"Rom",0,"Spain",0,"VN Ursache",5,"L","won",1,"2","2"
"4081",0,"Ire",0,"England",0,"TJ Bowe",5,"W","won",1,"1","1"
"4082",0,"Ire",0,"England",0,"BG O'Driscoll",5,"C","won",1,"1","1"
"4083",0,"Eng",0,"Ireland",0,"SG Thompson",5,"H","lost",1,"1","1"
"4084",0,"Fra",0,"Wales",0,"V Clerc",5,"W","won",1,"1","1"
"4085",0,"Germ",0,"Moldova",0,"T Kasten",5,"N8","lost",1,"2","3"
"4086",0,"Germ",0,"Moldova",0,"S Liebig",5,"W","lost",1,"2","3"
"4087",0,"HK",0,"Japan",0,"M Goosen",5,"F","lost",1,"3","2"
"4088",0,"JPN",0,"Hong Kong",0,"R Holani",5,"N8","won",1,"2","3"
"4089",0,"JPN",0,"Hong Kong",0,"MG Leitch",5,"F","won",1,"2","3"
"4090",0,"HK",0,"Japan",0,"A McQueen",5,"W","lost",1,"3","2"
"4091",0,"JPN",0,"Hong Kong",0,"H Onozawa",5,"W","won",1,"2","3"
"4092",0,"HK",0,"Japan",0,"R Varty",5,"W","lost",1,"3","2"
"4093",0,"JPN",0,"Hong Kong",0,"SJ Webb",5,"FH","won",1,"2","3"
"4094",0,"JPN",0,"Kazakhstan",0,"JT Ives",5,"L","won",1,"2","3"
"4095",0,"JPN",0,"Kazakhstan",0,"G Tachikawa",5,"C","won",1,"2","3"
"4096",0,"JPN",0,"Kazakhstan",0,"K Taira",5,"C","won",1,"2","3"
"4097",0,"JPN",0,"Kazakhstan",0,"A Tupuailei",5,"W","won",1,"2","3"
"4098",0,"JPN",0,"UAE",0,"G Aruga",5,"FB","won",1,"2","3"
"4099",0,"JPN",0,"UAE",0,"R Holani",5,"N8","won",1,"2","3"
"4100",0,"JPN",0,"UAE",0,"JT Ives",5,"L","won",1,"2","3"
"4101",0,"JPN",0,"UAE",0,"T Kikutani",5,"F","won",1,"2","3"
"4102",0,"JPN",0,"UAE",0,"H Ono",5,"L","won",1,"2","3"
"4103",0,"Urug",0,"Paraguay",0,"J Ameglio",5,"L","won",1,"2","3"
"4104",0,"Urug",0,"Paraguay",0,"I Barcos",5,"F","won",1,"2","3"
"4105",0,"Urug",0,"Paraguay",0,"D Bascou",5,"F","won",1,"2","3"
"4106",0,"Urug",0,"Paraguay",0,"I Inchausti",5,"W","won",1,"2","3"
"4107",0,"Urug",0,"Paraguay",0,"LL Leivas Ballestrino",5,"W","won",1,"2","3"
"4108",0,"Urug",0,"Paraguay",0,"DG Magno",5,"F","won",1,"2","3"
"4109",0,"Urug",0,"Paraguay",0,"G Mieres Valente",5,"FB","won",1,"2","3"
"4110",0,"Urug",0,"Brazil",0,"P Bueno",5,"W","won",1,"2","3"
"4111",0,"Urug",0,"Brazil",0,"JM Gaminara",5,"F","won",1,"2","3"
"4112",0,"Urug",0,"Brazil",0,"LL Leivas Ballestrino",5,"W","won",1,"2","3"
"4113",0,"JPN",0,"Sri Lanka",0,"H Onozawa",5,"W","won",1,"2","3"
"4114",0,"SL",0,"Japan",0,"C Susantha",5,"W","lost",1,"3","2"
"4115",0,"JPN",0,"Sri Lanka",0,"T Taufa",5,"F","won",1,"2","3"
"4116",0,"JPN",0,"Sri Lanka",0,"T Usuzuki",5,"W","won",1,"2","3"
"4117",0,"Arg",0,"Chile",0,"F Aranguren",5,"L","won",1,"1","3"
"4118",0,"Arg",0,"Chile",0,"R Baez",5,"F","won",1,"1","3"
"4119",0,"Arg",0,"Chile",0,"MR Guidone",5,"H","won",1,"1","3"
"4120",0,"Arg",0,"Chile",0,"R Miralles",5,"FB","won",1,"1","3"
"4121",0,"Arg",0,"Chile",0,"R Moyano Joya",5,"FB","won",1,"1","3"
"4122",0,"Arg",0,"Uruguay",0,"B Agulla",5,"W","won",1,"1","2"
"4123",0,"Arg",0,"Uruguay",0,"JL Basile",5,"F","won",1,"1","2"
"4124",0,"Arg",0,"Uruguay",0,"N Centurion",5,"N8","won",1,"1","2"
"4125",0,"Arg",0,"Uruguay",0,"TM Cubelli",5,"SH","won",1,"1","2"
"4126",0,"Urug",0,"Argentina",0,"G Gaminara",5,"W","lost",1,"2","1"
"4127",0,"Urug",0,"Argentina",0,"LL Leivas Ballestrino",5,"W","lost",1,"2","1"
"4128",0,"Wales",0,"Barbarians",0,"AG Brew",5,"W","lost",1,"1","Lions/Barb"
"4129",0,"Wales",0,"Barbarians",0,"GP North",5,"W","lost",1,"1","Lions/Barb"
"4130",0,"Wales",0,"Barbarians",0,"WM Phillips",5,"SH","lost",1,"1","Lions/Barb"
"4131",0,"Wales",0,"Barbarians",0,"ML Stoddart",5,"FB","lost",1,"1","Lions/Barb"
"4132",0,"USA",0,"Tonga",0,"PL Emerick",5,"C","lost",1,"2","2"
"4133",0,"Tonga",0,"USA",0,"P Mapakaitolo",5,"F","won",1,"2","2"
"4134",0,"Russ",0,"Canada",0,"V Artemyev",5,"W","lost",1,"2","2"
"4135",0,"Can",0,"Russia",0,"MC Evans",5,"W","won",1,"2","2"
"4136",0,"Russ",0,"Canada",0,"I Klyuchnikov",5,"FB","lost",1,"2","2"
"4137",0,"Can",0,"Russia",0,"JT Mensah-Coker",5,"W","won",1,"2","2"
"4138",0,"Can",0,"Russia",0,"A Monro",5,"FH","won",1,"2","2"
"4139",0,"Can",0,"Russia",0,"C O'Toole",5,"F","won",1,"2","2"
"4140",0,"Can",0,"Russia",0,"CA Trainor",5,"C","won",1,"2","2"
"4141",0,"Rom",0,"Namibia",0,"D Carpo",5,"N8","won",1,"2","2"
"4142",1,"Rom",0,"Namibia",1,"DM Dumbrava",5,"FH","won",0,"2","2"
"4149",0,"Port",0,"Namibia",0,"JCGO Correia",5,"H","lost",1,"2","2"
"4150",0,"Port",0,"Namibia",0,"JE le Roux",5,"N8","lost",1,"2","2"
"4151",0,"Namib",0,"Portugal",0,"M van Wyk",5,"W","won",1,"2","2"
"4152",0,"Russ",0,"USA",0,"V Artemyev",5,"W","lost",1,"2","2"
"4153",0,"USA",0,"Russia",0,"TS Clever",5,"F","won",1,"2","2"
"4154",0,"USA",0,"Russia",0,"PL Emerick",5,"C","won",1,"2","2"
"4155",0,"USA",0,"Russia",0,"T Enosa",5,"W","won",1,"2","2"
"4156",0,"Russ",0,"USA",0,"V Ostrushko",5,"W","lost",1,"2","2"
"4157",0,"USA",0,"Russia",0,"AN Suniula",5,"C","won",1,"2","2"
"4158",0,"Russ",0,"USA",0,"A Voytov",5,"L","lost",1,"2","2"
"4159",0,"Namib",0,"Georgia",0,"JH Bock",5,"W","lost",1,"2","2"
"4160",0,"Georg",0,"Namibia",0,"R Gigauri",5,"C","won",1,"2","2"
"4161",0,"Georg",0,"Namibia",0,"B Samkharadze",5,"SH","won",1,"2","2"
"4162",0,"Namib",0,"Georgia",0,"LP Winckler",5,"W","lost",1,"2","2"
"4164",0,"Tonga",0,"Fiji",0,"VV Iongi",5,"W","won",1,"2","2"
"4165",0,"Fiji",0,"Tonga",0,"SK Qaraniqio",5,"L","lost",1,"2","2"
"4166",0,"Fiji",0,"Tonga",0,"RMM Ravulo",5,"F","lost",1,"2","2"
"4167",0,"Tonga",0,"Fiji",0,"AN Taufa",5,"C","won",1,"2","2"
"4168",0,"Tonga",0,"Fiji",0,"FA Taumalolo",5,"P","won",1,"2","2"
"4169",0,"Tonga",0,"Fiji",0,"SK Vahafolau",5,"F","won",1,"2","2"
"4170",0,"JPN",0,"Samoa",0,"R Holani",5,"N8","lost",1,"2","2"
"4171",0,"Samoa",0,"Japan",0,"TG Pisi",5,"C","won",1,"2","2"
"4172",0,"Samoa",0,"Japan",0,"M Salavea",5,"F","won",1,"2","2"
"4173",0,"JPN",0,"Samoa",0,"T Usuzuki",5,"W","lost",1,"2","2"
"4174",1,"JPN",0,"Samoa",1,"SJ Webb",5,"FH","lost",0,"2","2"
"4175",0,"JPN",0,"Tonga",0,"K Endo",5,"W","won",1,"2","2"
"4176",0,"JPN",0,"Tonga",0,"R Holani",5,"N8","won",1,"2","2"
"4177",0,"JPN",0,"Tonga",0,"T Kikutani",5,"F","won",1,"2","2"
"4178",0,"Tonga",0,"Japan",0,"VS Ma'afu",5,"F","lost",1,"2","2"
"4179",0,"JPN",0,"Tonga",0,"K Taira",5,"C","won",1,"2","2"
"4180",0,"Tonga",0,"Japan",0,"K Tonga'uiha",5,"C","lost",1,"2","2"
"4181",0,"Fiji",0,"Samoa",0,"RS Fatiaki",5,"C","won",1,"2","2"
"4182",0,"Fiji",0,"Samoa",0,"V Goneva",5,"W","won",1,"2","2"
"4183",0,"Samoa",0,"Fiji",0,"T Iosua",5,"C","lost",1,"2","2"
"4184",0,"Fiji",0,"Samoa",0,"GDC Ma'afu",5,"P","won",1,"2","2"
"4185",0,"Fiji",0,"Samoa",0,"SK Qaraniqio",5,"L","won",1,"2","2"
"4186",0,"Fiji",0,"Samoa",0,"RT Rawaqa Maravunawasawasa",5,"FB","won",1,"2","2"
"4187",1,"Samoa",0,"Fiji",1,"JS So'oialo",5,"FB","lost",0,"2","2"
"4188",0,"Samoa",0,"Fiji",0,"SLK Tagicakibau",5,"W","lost",1,"2","2"
"4189",0,"Tonga",0,"Samoa",0,"VFUA Helu",5,"W","won",1,"2","2"
"4190",0,"Samoa",0,"Tonga",0,"D Lemi",5,"W","lost",1,"2","2"
"4191",0,"Tonga",0,"Samoa",0,"FA Taumalolo",5,"P","won",1,"2","2"
"4192",0,"JPN",0,"Fiji",0,"G Aruga",5,"FB","won",1,"2","2"
"4193",0,"JPN",0,"Fiji",0,"S Horie",5,"H","won",1,"2","2"
"4194",0,"JPN",0,"Fiji",0,"Y Imamura",5,"C","won",1,"2","2"
"4195",0,"JPN",0,"Fiji",0,"RT Nicholas",5,"C","won",1,"2","2"
"4196",0,"Aust",0,"Samoa",0,"DAN Ioane",5,"W","lost",1,"1","2"
"4197",0,"Samoa",0,"Australia",0,"TG Pisi",5,"C","won",1,"2","1"
"4198",0,"Samoa",0,"Australia",0,"KG Thompson",5,"L","won",1,"2","1"
"4199",0,"Samoa",0,"Australia",0,"AT Tuilagi",5,"W","won",1,"2","1"
"4200",0,"Samoa",0,"Australia",0,"PB Williams",5,"FB","won",1,"2","1"
"4201",0,"Fiji",0,"New Zealand",0,"V Goneva",5,"W","lost",1,"2","1"
"4202",0,"NZ",0,"Fiji",0,"AK Hore",5,"H","won",1,"1","2"
"4203",0,"Fiji",0,"New Zealand",0,"NS Kenatale Ranuku",5,"SH","lost",1,"2","1"
"4204",0,"NZ",0,"Fiji",0,"JM Muliaina",5,"FB","won",1,"1","2"
"4205",0,"NZ",0,"Fiji",0,"SW Sivivatu",5,"W","won",1,"1","2"
"4206",0,"NZ",0,"Fiji",0,"CG Smith",5,"C","won",1,"1","2"
"4207",0,"NZ",0,"Fiji",0,"AJ Thomson",5,"F","won",1,"1","2"
"4208",0,"NZ",0,"Fiji",0,"PAT Weepu",5,"SH","won",1,"1","2"
"4209",0,"Aust",0,"South Africa",0,"BE Alexander",5,"P","won",1,"1","1"
"4210",0,"Aust",0,"South Africa",0,"AP Ashley-Cooper",5,"C","won",1,"1","1"
"4211",0,"Aust",0,"South Africa",0,"DAN Ioane",5,"W","won",1,"1","1"
"4212",0,"Aust",0,"South Africa",0,"ST Moore",5,"H","won",1,"1","1"
"4213",0,"SA",0,"Australia",0,"M Ralepelle",5,"P","lost",1,"1","1"
"4214",0,"SA",0,"Australia",0,"JW Smit",5,"H","lost",1,"1","1"
"4215",0,"NZ",0,"South Africa",0,"WWV Crockett",5,"P","won",1,"1","1"
"4216",0,"NZ",0,"South Africa",0,"CR Slade",5,"C","won",1,"1","1"
"4217",0,"SA",0,"New Zealand",0,"JW Smit",5,"H","lost",1,"1","1"
"4218",0,"Aust",0,"New Zealand",0,"RD Elsom",5,"F","lost",1,"1","1"
"4219",0,"Aust",0,"New Zealand",0,"DAN Ioane",5,"W","lost",1,"1","1"
"4220",0,"NZ",0,"Australia",0,"KF Mealamu",5,"H","won",1,"1","1"
"4221",0,"NZ",0,"Australia",0,"MA Nonu",5,"C","won",1,"1","1"
"4222",0,"NZ",0,"Australia",0,"SW Sivivatu",5,"W","won",1,"1","1"
"4223",0,"Scot",0,"Ireland",0,"JAA Ansbro",5,"C","won",1,"1","1"
"4224",0,"Eng",0,"Wales",0,"JAW Haskell",5,"N8","won",1,"1","1"
"4225",0,"Eng",0,"Wales",0,"EM Tuilagi",5,"C","won",1,"1","1"
"4226",0,"Wales",0,"England",0,"SM Williams",5,"W","lost",1,"1","1"
"4227",0,"Can",0,"USA",0,"E Fairhurst",5,"SH","won",1,"2","2"
"4228",0,"Can",0,"USA",0,"PW MacKenzie",5,"W","won",1,"2","2"
"4229",1,"USA",0,"Canada",1,"V Malifa",5,"FH","lost",0,"2","2"
"4230",0,"USA",0,"Canada",0,"T Ngwenya",5,"W","lost",1,"2","2"
"4231",0,"Can",0,"USA",0,"JL Sinclair",5,"F","won",1,"2","2"
"4232",0,"Fiji",0,"Tonga",0,"V Goneva",5,"W","won",1,"2","2"
"4233",0,"Fiji",0,"Tonga",0,"K Murimurivalu",5,"FB","won",1,"2","2"
"4234",0,"Fiji",0,"Tonga",0,"R Nasiga",5,"L","won",1,"2","2"
"4235",0,"Aust",0,"South Africa",0,"PJ McCabe",5,"C","won",1,"1","1"
"4236",0,"Fra",0,"Ireland",0,"V Clerc",5,"W","won",1,"1","1"
"4237",0,"Italy",0,"Japan",0,"LL Ghiraldini",5,"H","won",1,"1","2"
"4238",0,"Italy",0,"Japan",0,"E Gori",5,"SH","won",1,"1","2"
"4239",0,"Italy",0,"Japan",0,"A Lo Cicero Vaina",5,"P","won",1,"1","2"
"4240",1,"Italy",0,"Japan",1,"L Orquera",5,"FH","won",0,"1","2"
"4241",0,"Italy",0,"Japan",0,"M Pratichetti",5,"C","won",1,"1","2"
"4242",0,"JPN",0,"Italy",0,"K Taira",5,"C","lost",1,"2","1"
"4243",0,"JPN",0,"Italy",0,"T Usuzuki",5,"W","lost",1,"2","1"
"4244",0,"Can",0,"USA",0,"A Carpenter",5,"N8","won",1,"2","2"
